Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,distance
Dematagoda,6.9352993000000005,79.88078309999999,Virtusa (Virtusa|Polaris),6.9401144000000015,79.8783499,Office,0.5325042103366888
Dematagoda,6.9352993000000005,79.88078309999999,Virtusa Cafeteria,6.94060652226455,79.87959578597248,Cafeteria,0.5869282528498525
Dematagoda,6.9352993000000005,79.88078309999999,Virtusa Gym,6.940451602081702,79.87966500353164,Gym,0.5697955537531665
Moratuwa,6.788070599999998,79.8912813,Vision Care,6.796589033859881,79.88864316842813,Optical Shop,0.9420519744912615
Cinnamon Gardens,6.9116652,79.86456779999997,Vision Care,6.917160610584135,79.86556829080305,Pharmacy,0.6077394889172486
Wellawatte,6.8740921,79.8604934,Vivekananda Road,6.86596814909034,79.86243726367995,Rest Area,0.8984290703775363
"Pettah, Sri Lanka",6.936785799999999,79.8525385,Vj City Hotel,6.943410490594727,79.85516948869801,Hotel,0.7326277727409329
Bambalapitiya,6.904361,79.8540397,Vogue Jewellers,6.902772291712113,79.85236231547539,Jewelry Store,0.17569575734782789
Mattakkuliya,6.971672200000001,79.87868329999998,"Vystwyke Park, Mattakkuliya",6.97071978307706,79.8725176725064,Park,0.10532839132359377
Cinnamon Gardens,6.9116652,79.86456779999997,WHITE By Spa Ceylon,6.916958086586199,79.8662942884245,Spa,0.5853422826005642
Madampitiya,6.9616629,79.87518359999999,Walawwa,6.961775944578709,79.86855478379785,Bakery,0.012501666627658963
Athurugiriya,6.8723185,80.0003875,Walgama Junction,6.869385350840774,79.99447613480052,Intersection,0.32437746015835334
Kottawa,6.8411652,79.9654324,Weerasiri Cafe,6.841790203513242,79.96485785965795,Vegetarian / Vegan Restaurant,0.06911915957157279
Wellawatte,6.8740921,79.8604934,Wellawatte Beach,6.871291766437628,79.85880129518748,Beach,0.3096893846329488
Wellawatte,6.8740921,79.8604934,Wellawatte Railway Station,6.875307758802818,79.85755783869074,Train Station,0.13443993355446787
Boralesgamuwa,6.840989100000002,79.9017187,Weras Ganga Walking Path,6.8416369098198295,79.89380991967029,Track,0.0716413092955537
Boralesgamuwa,6.840989100000002,79.9017187,Weras gaga Walking track,6.841758502058608,79.89382632157161,Athletics & Sports,0.08508819919821886
Bambalapitiya,6.904361,79.8540397,Whight & Co,6.905171223818789,79.85008817686979,Coffee Shop,0.08960291558338908
Union Place,6.9229583,79.8523572,White Horse Inn,6.919315081744556,79.85017656411033,Bar,0.4029049678214142
Kohuwala,6.862484200000001,79.8854983,Wijaya Saree Mandiraya,6.869646410322111,79.88843539853531,Women's Store,0.7920698895478914
Kiribathgoda,6.9778284,79.92715229999997,Wills Design,6.983412340144103,79.93208907973023,Men's Store,0.6175317266076193
Rajagiriya,6.909410799999999,79.8942538,Wish bakers,6.9097035552596475,79.89826972541019,Bakery,0.032375905852688826
Mattakkuliya,6.971672200000001,79.87868329999998,X Sports Arena,6.97217195943938,79.87645499398036,Recreation Center,0.05526871493439697
Havelock Town,6.8866519,79.8646835,Xilaton Chinese Restaurant,6.892403514292963,79.86216083602714,Chinese Restaurant,0.636072489858572
Wellawatte,6.8740921,79.8604934,Yaal Restaurant,6.8697386325486764,79.85870021704919,Sri Lankan Restaurant,0.48145072092082286
Wellawatte,6.8740921,79.8604934,Yarl Hotel,6.87546497680109,79.86074615941183,Seafood Restaurant,0.15182670177988225
Fort (Colombo),6.9337011,79.8500302,Yue Chuan,6.9329080054139185,79.84237915866079,Chinese Restaurant,0.08770869310245148
Havelock Town,6.8866519,79.8646835,ZAZA,6.8888166536556446,79.8574466196832,Hotel Bar,0.23940064031641564
Bambalapitiya,6.904361,79.8540397,Zaizi Asia,6.906754452505975,79.85135488946206,Office,0.264692699691063
Koswatte,6.908863,79.93135670000002,Zimantra,6.904133185498982,79.9261035434995,Sports Club,0.5230717615895647
Cinnamon Gardens,6.9116652,79.86456779999997,amantè Boutique,6.905762142581728,79.8635210383107,Lingerie Store,0.6528211472592081
Borella,6.9121796,79.8828828,attune Consulting,6.9115082838245785,79.87714112848907,Office,0.07424109612935013
Borella,6.9121796,79.8828828,choice.lk,6.911015271111825,79.89014267921449,Accessories Store,0.12876354717165783
Modara,6.9669247,79.87115329999997,dine more,6.972405990423957,79.86692856115866,Diner,0.6061793438509192
Slave Island,6.9257119000000005,79.8503314,elephant Orphanage pinnawala,6.917442171780126,79.84966679824183,Rest Area,0.9145525769457693
Pamankada,6.8776324,79.8713074,green garden,6.876654802817651,79.87605033294673,Park,0.1081126655892651
Welikada,6.9230071,79.8940806,jayanga's bajau Kamare,6.918426774353043,79.9010373942466,Brewery,0.5065400411192372
Wellawatte,6.8740921,79.8604934,kingross,6.877005781044572,79.85665798187256,Asian Restaurant,0.32222454111213
Pamankada,6.8776324,79.8713074,kirulapona,6.877177278171778,79.87884057140755,Bus Station,0.050332013472603944
Welikada,6.9230071,79.8940806,kolonnawa ground,6.928802013397218,79.89154815673828,Playground,0.6408619245717107
Rajagiriya,6.909410799999999,79.8942538,michaelangelo,6.903000102280341,79.89423396579006,Italian Restaurant,0.7089611881117885
Welikada,6.9230071,79.8940806,service area of southern expressway,6.915731062169588,79.89726518593359,Food Court,0.804659881769418
Havelock Town,6.8866519,79.8646835,skrumptious,6.893144991232722,79.86702802800666,Café,0.7180726246303619
Union Place,6.9229583,79.8523572,හෙළැඹුල Helambula,6.915231428593776,79.85662779130345,Café,0.8545177341885141
